1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
438.103,523.711,614.333,707.151,798.763,885.361,962.985,1027.816,1076.502,1106.511,1116.209,1105.054,1073.669,1026.107,977.854,931.325,886.492,843.325,801.79,761.856,723.488
371.031,457.326,545.489,629.636,703.294,760.2,795.175,804.898,792.717,784.741,785.091,793.779,811.084,834.514,845.863,841.553,821.822,787.75,741.164,684.47,620.454
302.709,387.838,477.591,565.253,642.999,703.007,738.737,746.107,727.554,703.902,678.756,652.333,624.856,597.459,575.485,559.271,548.368,542.48,541.448,545.245,553.973
213.335,281.405,356.923,435.302,510.483,575.632,624.14,650.719,654.467,647.478,632.143,609.057,579.1,544.84,515.473,491.735,472.983,458.721,448.58,442.303,439.733
147.791,196.297,251.649,311.381,371.881,428.677,476.948,512.186,531.638,537.944,531.385,512.427,482.397,445.486,415.485,393.256,377.741,368.222,364.271,365.711,372.606
99.985,129.026,161.723,196.885,232.81,267.387,298.282,323.194,340.736,353.272,360.835,363.091,359.94,352.277,344.81,338.259,332.577,327.724,323.667,320.378,317.834
50.646,67.105,86.799,109.601,135.103,162.578,190.987,219.025,244.786,263.9,273.974,273.903,263.694,246.167,232.297,223.126,218.147,217.09,219.9,226.726,237.942
43.67,53.575,64.524,76.288,88.547,100.894,112.859,123.934,133.588,141.239,146.455,148.94,148.552,145.788,143.565,142.322,142.035,142.697,144.323,146.945,150.616
23.353,32.043,42.086,52.913,63.681,73.362,80.901,85.4,86.663,86.736,85.982,84.423,82.103,79.316,77.443,76.645,76.889,78.185,80.587,84.195,89.163
19.851,23.906,28.435,33.406,38.765,44.431,50.299,56.243,61.804,64.75,64.351,60.667,54.255,46.6,41.404,38.529,37.551,38.329,40.976,45.879,53.8
15.296999999999999,18.671000000000003,22.661999999999995,27.235,32.345000000000006,37.976,44.187,51.202,59.113,65.264,67.867,66.47,61.882999999999996,56.226,52.888,51.24499999999999,50.724,51.18299999999999,52.833,56.344,63.144999999999996
