1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
259.0,234.0,274.0,236.0,245.0,237.0,209.0,228.0,245.0,246.0,296.0,302.0,325.0,338.0,319.0,305.0,272.0,310.0,295.0,348.0,344.0
269.0,240.0,252.0,282.0,268.0,233.0,196.0,236.0,206.0,215.0,317.0,314.0,314.0,336.0,363.0,325.0,372.0,358.0,338.0,390.0,331.0
303.0,290.0,266.0,304.0,315.0,266.0,273.0,257.0,240.0,215.0,353.0,331.0,359.0,329.0,367.0,341.0,396.0,397.0,407.0,417.0,444.0
319.0,314.0,330.0,323.0,342.0,299.0,319.0,294.0,337.0,319.0,404.0,426.0,446.0,405.0,416.0,417.0,399.0,444.0,436.0,428.0,482.0
316.0,299.0,344.0,322.0,354.0,367.0,377.0,358.0,367.0,390.0,472.0,565.0,530.0,556.0,547.0,518.0,565.0,567.0,550.0,561.0,589.0
363.0,301.0,310.0,355.0,346.0,393.0,403.0,429.0,413.0,420.0,611.0,702.0,715.0,664.0,647.0,672.0,691.0,730.0,779.0,707.0,777.0
396.0,326.0,328.0,368.0,367.0,395.0,412.0,438.0,435.0,478.0,720.0,743.0,785.0,742.0,777.0,803.0,867.0,880.0,943.0,878.0,960.0
494.0,418.0,448.0,402.0,460.0,403.0,455.0,434.0,454.0,451.0,750.0,732.0,903.0,841.0,862.0,926.0,994.0,1044.0,1141.0,1088.0,1170.0
594.0,527.0,492.0,532.0,520.0,543.0,499.0,502.0,563.0,601.0,882.0,926.0,940.0,896.0,906.0,936.0,1052.0,1180.0,1192.0,1231.0,1298.0
615.0,555.0,568.0,624.0,643.0,628.0,642.0,688.0,636.0,652.0,1182.0,1168.0,1200.0,1184.0,1166.0,1190.0,1246.0,1244.0,1264.0,1283.0,1376.0
2039.0,1929.0,2021.0,2062.0,2091.0,2347.0,2347.0,2442.0,2535.0,2777.0,4944.0,5111.0,5624.0,5274.0,5193.0,5145.0,5794.0,6360.0,6286.0,6585.0,6680.0
