1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
182.0,184.0,159.0,151.0,171.0,142.0,149.0,124.0,126.0,100.0,86.0,96.0,88.0,110.0,109.0,109.0,101.0,86.0,94.0,96.0,91.0
168.0,187.0,177.0,174.0,169.0,142.0,164.0,138.0,117.0,147.0,114.0,94.0,111.0,92.0,106.0,124.0,112.0,120.0,94.0,99.0,132.0
184.0,192.0,215.0,197.0,210.0,183.0,150.0,176.0,191.0,153.0,129.0,120.0,133.0,150.0,129.0,134.0,138.0,148.0,122.0,147.0,100.0
271.0,251.0,244.0,253.0,239.0,229.0,229.0,217.0,217.0,225.0,173.0,149.0,171.0,160.0,168.0,157.0,157.0,160.0,134.0,172.0,160.0
351.0,322.0,321.0,277.0,277.0,289.0,283.0,252.0,284.0,265.0,226.0,219.0,239.0,235.0,250.0,273.0,266.0,234.0,220.0,236.0,236.0
442.0,400.0,396.0,419.0,373.0,404.0,438.0,385.0,390.0,344.0,339.0,368.0,390.0,396.0,397.0,367.0,392.0,383.0,368.0,375.0,407.0
593.0,572.0,487.0,497.0,493.0,529.0,532.0,461.0,473.0,502.0,507.0,473.0,490.0,485.0,550.0,566.0,524.0,554.0,543.0,515.0,560.0
885.0,993.0,867.0,928.0,873.0,901.0,838.0,744.0,764.0,712.0,676.0,691.0,807.0,751.0,787.0,762.0,799.0,763.0,788.0,795.0,782.0
1294.0,1303.0,1272.0,1312.0,1318.0,1299.0,1249.0,1261.0,1241.0,1184.0,1152.0,1072.0,1143.0,1065.0,1003.0,1079.0,1101.0,1064.0,1060.0,1058.0,1126.0
1519.0,1678.0,1730.0,1903.0,1816.0,1936.0,1898.0,1840.0,1740.0,1817.0,1767.0,1637.0,1718.0,1725.0,1786.0,1739.0,1729.0,1575.0,1536.0,1509.0,1523.0
5903.0,6824.0,6905.0,7350.0,7272.0,7868.0,8007.0,8487.0,8754.0,8995.0,9389.0,9353.0,10376.0,11068.0,11349.0,11753.0,12502.0,12741.0,12652.0,13017.0,13154.0
