1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
783.0,725.0,796.0,708.0,791.0,650.0,610.0,527.0,458.0,490.0,360.0,353.0,398.0,345.0,306.0,310.0,274.0,251.0,262.0,255.0,227.0
710.0,608.0,687.0,633.0,627.0,538.0,541.0,421.0,402.0,406.0,324.0,300.0,323.0,313.0,273.0,285.0,275.0,285.0,277.0,266.0,212.0
632.0,590.0,652.0,612.0,641.0,584.0,447.0,427.0,391.0,387.0,285.0,282.0,279.0,290.0,282.0,323.0,244.0,284.0,250.0,257.0,260.0
580.0,541.0,577.0,528.0,633.0,491.0,481.0,403.0,387.0,405.0,330.0,291.0,309.0,293.0,325.0,272.0,279.0,242.0,285.0,266.0,256.0
518.0,535.0,580.0,565.0,570.0,490.0,475.0,430.0,490.0,456.0,342.0,386.0,372.0,389.0,351.0,396.0,375.0,331.0,353.0,355.0,330.0
557.0,552.0,569.0,588.0,604.0,565.0,550.0,542.0,525.0,523.0,458.0,460.0,494.0,493.0,501.0,510.0,482.0,508.0,455.0,514.0,501.0
709.0,657.0,683.0,599.0,611.0,635.0,618.0,624.0,681.0,631.0,580.0,631.0,608.0,690.0,700.0,694.0,695.0,714.0,719.0,647.0,715.0
959.0,999.0,982.0,931.0,924.0,909.0,884.0,829.0,832.0,843.0,745.0,765.0,859.0,916.0,984.0,922.0,955.0,959.0,987.0,986.0,1066.0
1249.0,1371.0,1258.0,1227.0,1230.0,1317.0,1316.0,1252.0,1229.0,1356.0,1152.0,1184.0,1154.0,1139.0,1199.0,1241.0,1243.0,1312.0,1308.0,1353.0,1367.0
1482.0,1606.0,1639.0,1758.0,1706.0,1813.0,1681.0,1766.0,1647.0,1723.0,1635.0,1675.0,1815.0,1768.0,1910.0,1901.0,1759.0,1749.0,1724.0,1725.0,1763.0
4634.0,5025.0,5213.0,5357.0,5308.0,5955.0,5933.0,6451.0,6646.0,6872.0,7066.0,7303.0,7990.0,8349.0,8775.0,9278.0,9816.0,10052.0,9922.0,10178.0,10360.0
