parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,
a2[6],1.0067292588437224,0.10974601737779771,0.010293973433652877,40.41751238437816,13.072104662206135,1.1027120321775117,0.068708871,1.01
a2[7],1.433939489691908,0.022446770648550544,0.011886875311721041,7.411888863268924,13.480945096787675,1.2062704651916165,0.012600046006954479,1.43
a2[8],1.8864458362798493,0.016325418473676963,0.005925238,16.59892801054727,14.564780577122008,0.9978023377028095,0.028217807964646017,1.89
a2[9],2.4211027531698046,0.031723544,0.010336747699147603,14.843107738842557,15.497697484945066,1.0010081613295012,0.025232952604353227,2.42
a2[10],2.9305103743137995,0.022207497,0.009774846,22.872420607266303,20.64166076904933,1.1614980538387722,0.038882606,2.93
a2[11],3.9856515091548608,0.022007541908759528,0.009651956,15.587336103374941,12.73905221451524,1.0572691035851856,0.026498124,3.99
a3[1],-0.646480524,0.080941248,0.022460814171961118,10.057628596824172,21.594274432379073,1.3799207922690793,0.017097744634146383,-0.65
a3[2],-0.416544852,0.056874781,0.010575283355424014,21.298337107391205,21.024628850939678,1.079146946717138,0.036206699,-0.42
a3[3],-0.4348654,1.1630999401158109,0.37107476819232554,17.230737264581318,12.739052214515215,1.0436123993948936,0.029291869626296135,-0.43
a3[4],0.17474397611279596,0.046640383,0.022875836889989395,7.387083464800567,30.153846153846146,1.1016835981151283,0.012557877,0.17
a3[5],0.6197541130343909,0.017869912361923968,0.005952888,13.075382869564049,26.493933429937073,1.0930421306746219,0.022227859693296898,0.62
a3[6],0.873447634,0.6576442095750954,0.22668735409232044,26.717721767891263,12.739052214515215,1.093218723,0.045419532009545814,0.87
a3[7],1.5607504565338461,0.011607418196583575,0.001288816,51.99818884657142,29.53515285948501,1.0020062748360856,0.088395763,1.56
a3[8],2.0495799811748494,0.43509513598198213,0.10410662225601443,31.25708719,12.739052214515215,1.0079654338786384,0.053136352138672786,2.05
a3[9],2.6605199932614982,0.011047991713268385,0.001609808,34.971762735703734,13.266333835107568,1.011940366,0.059451217839742644,2.66
a3[10],3.2326708651474685,0.7824059453799674,0.2288465460403813,19.916637065907494,12.739052214515215,1.0202430065516839,0.033857839474345626,3.23
a3[11],4.681725616944976,0.011973145404070556,0.00586529,6.029227997320252,31.88194570960109,1.128744386370462,0.010249553326295853,4.68
a4[1],-0.842723821,1.426514793241131,1.106274800670913,1.591332039435649,21.024628850939678,1.8796686115161465,0.002705229,-0.84
a4[2],-2.866376387,6.2358363788562325,3.6992497356025242,1.4025770678411396,12.739052214515215,2.1312621762061728,0.00238435,-2.87
a4[3],0.17226191076823913,0.700757542,0.40206224941051044,2.0560069546023603,12.739052214515215,1.5125585240022674,0.003495166,0.17
a4[4],-0.518532669,2.9075266419397416,1.5302834720063636,7.073644600812479,12.739052214515215,1.1104512463547245,0.012025038293379569,-0.52
a4[5],1.125223077856986,0.053413156,0.011223318,11.115936490241735,12.804298063153915,1.0216833225988928,0.018896844484748196,1.13
a4[6],0.9282897320758592,1.9074209476916293,0.7953943481584836,22.428678007582942,12.739052214515215,1.1005567683873665,0.038128253,0.93
a4[7],1.4279553185699774,1.9369760407303394,0.7163419986609741,26.988599644839745,12.739052214515215,1.0433344298094767,0.045880018,1.43
a4[8],2.378200248068881,1.049275654943521,0.3769573869104382,20.61091021529601,12.739052214515215,1.0813520324743746,0.035038088367045604,2.38
a4[9],3.206086471282673,0.5562485688480705,0.1594620168298764,16.447027458127124,12.739052214515215,1.0276628587467762,0.02795958,3.21
a4[10],3.2842270268208096,3.086059736575947,1.2802479821558364,18.05619708,12.739052214515215,1.016132301929194,0.030695132934791404,3.28
a4[11],5.972362214160658,0.10722473582385143,0.041376081,15.672632006283948,12.73905221451524,1.013490476581817,0.026643125385740155,5.97
b[1],0.46111979482666804,0.25619455053112433,0.10609419321696638,6.548738100246646,12.73905221451524,1.1121688645985086,0.011132708931932288,0.46
b[2],0.23018836297709996,0.098153771,0.03631655,3.929122251697655,12.73905221451524,1.194688434769239,0.00667942,0.23
b[3],0.075051429,0.08601056,0.032365501,4.585048371367366,24.358235071881666,1.224983723265971,0.00779448,0.08
b[4],0.044152122243646924,0.09024618,0.047465791704362104,6.879769851022696,21.024628850939674,1.072930113673401,0.011695455536271058,0.04
