parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
alpha(25-29),-6.03964874821065,0.030276327974116668,0.0010246521984647085,872.8222125481682,715.2763604865356,1.0017564621637853,2.1539199519974535
alpha(30-34),-6.13090844679436,0.03132578301501076,0.0012933769097756137,589.7668062646652,643.1887220656073,1.0036901630122865,1.4554057776905798
alpha(35-39),-6.11378786141401,0.02797282475748984,0.0012015163441736088,543.2269444120387,699.6499560406108,1.001700329717913,1.3405563437893484
alpha(40-44),-6.019901126691194,0.02916508335994435,0.001027136970671704,806.9871137325913,754.2239637927148,1.0006995699970531,1.9914544110866585
alpha(45-49),-5.882563931771013,0.027265547375678316,0.0010559233174533354,670.5467992598069,551.354549869508,1.001063181557412,1.6547518027264034
alpha(50-54),-5.619654859473531,0.02687954666896874,0.0008478736526228784,1018.5044691473917,679.6304456244359,0.9991856852634804,2.5134295000244102
alpha(55-59),-5.431961549426551,0.02551480117380634,0.0008611937266129856,880.7233105953526,697.6770504790156,1.0009561638321625,2.1734180038135666
alpha(60-64),-4.993435092317198,0.025138764182352755,0.000844965073423702,880.0104831155301,761.1260548076284,1.0001416990210494,2.1716589132346966
alpha(65-69),-4.573173572684942,0.02351463841718385,0.0008811210406244155,712.417159695237,674.0602326291033,1.0029182801599525,1.7580780052939404
alpha(70-74),-4.1456933093403645,0.024140972578662382,0.0008217916788354053,865.6478336957333,724.663390627846,1.00753828956711,2.1362152722456247
alpha(75+),-3.132966241319532,0.02445209303306206,0.0009403831782255366,676.7983971419029,651.9649264562513,1.0042664212412133,1.6701792760612078
beta(25-29),0.12993154044638192,0.009083438341881802,0.00036583519484948253,614.2493131701972,672.1447687185673,0.9997157370072334,1.5158228469867288
beta(30-34),0.12216137002778633,0.008938093714261325,0.0003627485174354379,609.2381809953382,511.0682360025175,0.9996992260384762,1.503456551287157
beta(35-39),0.12976643009356573,0.008635180581583343,0.00034448039015677894,628.2615715771793,514.4223830436513,0.9990566096386929,1.5504018053604276
beta(40-44),0.12643022876157606,0.00835306758315535,0.0003070472312672692,738.4178032638141,694.8675231531186,0.9995955604603952,1.8222414788421595
beta(45-49),0.10589615317200377,0.008288584851705656,0.0003062978062877138,726.9371008711033,698.9634366036314,1.0003296750447481,1.7939098053454334
beta(50-54),0.0905820306309232,0.00785116101066394,0.0002809660769563872,776.5539864380709,701.575907585632,1.0010143113649932,1.9163526101254138
beta(55-59),0.08287157591618212,0.007486088131016442,0.0002384473389418763,984.0930574376612,790.5631705624345,0.9995794859319442,2.4285102287313496
beta(60-64),0.046785269506707784,0.007442592697167626,0.00024846672875920834,915.8833048417729,552.5945216282422,1.0023063500239733,2.2601846007570434
beta(65-69),0.051603913838859164,0.006911383650401321,0.0002525745943409168,747.2080233109107,614.2244322893171,1.0050048780583833,1.843933674652133
beta(70-74),0.049443529517345396,0.007375926091948169,0.00027011398612106533,755.1989760743385,650.4554913294282,0.9992412857527481,1.8636534667760836
beta(75+),0.06452795808866868,0.007446638940201561,0.00021821780302957016,1164.7981242629935,880.2410832018915,1.002046487372425,2.8744478358023158
sigma,1.1283977296940475,0.1432112445100256,0.0060656863444181535,570.6622950658182,765.1219551380369,0.9993553963699067,1.408260337012322
c,0.5365622919628538,0.24714952277288718,0.01529328189722623,264.4908015844843,489.62537838152974,1.0039906537618792,0.6527010958960683
kappa(1998),0.5963082816906976,1.0931092679401555,0.1638430714473488,44.535782304383744,62.78731730756226,1.0195521425871898,0.10990383689156331
kappa(1999),4.06632118278346,1.1826691671330678,0.1803781883385711,43.30117867315206,51.52344734998115,1.0254419468003135,0.10685712548128092
kappa(2000),6.918193075290927,1.207988477757504,0.18456493948132102,43.13285951770317,57.145707686305904,1.0106738781922338,0.1064417533905933
kappa(2001),9.3561523343982,1.2192340783681057,0.18391190988591133,44.14984964191186,53.58661349574749,1.02108676774451,0.10895144584344958
kappa(2002),11.179254037134038,1.2018943700771358,0.18090006519228885,44.59173462062674,62.55239783403667,1.0102894510514737,0.11004191404929789
kappa(2003),12.195402127691604,1.2047503171491691,0.18267743740457826,43.782559089161566,58.43912112764209,1.0151506087539033,0.1080450591379149
kappa(2004),12.774592331834388,1.1794283773926924,0.1818204678618937,42.22067565660978,56.79297580911148,1.0187099047068153,0.10419069814697952
kappa(2005),12.241580071924718,1.1988381967779076,0.1788874925441376,45.32944668410377,53.24583102919906,1.0213790429025027,0.11186241392832073
kappa(2006),11.84189119674587,1.1851547023807645,0.1797734043697581,43.56989488301457,54.45735655305512,1.020728057730305,0.10752025389108413
kappa(2007),11.16765392028065,1.2062892964787197,0.18342805083865837,43.44762600752755,68.50238714708382,1.0218821557872098,0.10721852306133026
kappa(2008),10.177155807646933,1.2025897984517362,0.18393919473324918,43.029685589478454,66.48749192632941,1.0249780688718675,0.1061871443999715
kappa(2009),10.082828898647406,1.2013472014555444,0.1841520921777212,42.78336119528174,57.45109311381275,1.0160151977487881,0.10557927372516933
kappa(2010),11.22557997287499,1.2000078531897318,0.17988477810771122,44.98177232281121,60.508770040366834,1.023131951821284,0.1110044353700073
kappa(2011),12.136822847392013,1.2195890142505774,0.18242054629924315,44.9735768187006,60.822951212332775,1.01800876074605,0.11098421079326448
kappa(2012),12.962175668861462,1.195623642092913,0.18625041943205456,41.80663015595328,54.36690942707533,1.0126701934009563,0.10316893122574687
kappa(2013),13.513595391980754,1.1992894178500617,0.18038977505898018,44.51896244084047,55.63771468629271,1.018826949779091,0.10986232942400016
kappa(2014),13.5662601823858,1.2030621731276177,0.17854442317352934,45.5005389935238,49.82425937928461,1.0211049250794568,0.11228462951082434
kappa(2015),13.26223995504878,1.199165012721672,0.18248506394803068,43.365207812884506,59.00248592788911,1.0138315335441093,0.10701513433989636
kappa(2016),12.333864763828531,1.1888948673607687,0.1813231673442891,43.344928210434865,63.599360898690946,1.018683462631102,0.10696508905036674
kappa(2017),12.199774362689409,1.2204011809987865,0.18392060107037203,44.28311653350858,66.46109328463348,1.0171388524131446,0.10928031719047092
kappa(2018),11.504140183595617,1.21976358145479,0.18248394754186475,44.88509362627036,65.22297594753735,1.0164975781599892,0.11076585508364577
Sigma,0.107449265406327,0.006790744370669685,0.0003169400644103073,457.03067784561836,594.2166062954517,0.9994739429607792,1.1278442293679274
"logmu[25-29, 1997]",-7.37038098819838,0.07172491845018747,0.0025544192709507415,791.6834194153173,542.1852113224904,0.9990622368796331,1.953688492603658
"logmu[25-29, 1998]",-6.863952843679038,0.07066710477271303,0.0022270832299603593,1023.9715744220932,666.1080941499438,0.9996162094876907,2.5269210300995573
"logmu[25-29, 1999]",-6.544892329795936,0.06690690943249346,0.0021888637463053254,931.5979929730266,755.6064540136298,1.0004991123340299,2.298964755316248
"logmu[25-29, 2000]",-6.237675756716654,0.06800094943517405,0.0021651412553377524,980.6064080431337,677.9605513014719,1.0013826687747707,2.4199059980088435
"logmu[25-29, 2001]",-5.900343273248805,0.0659938348895722,0.0018239875061842733,1311.7611575102017,691.3362923320649,1.0055248732848117,3.237118039386024
"logmu[25-29, 2002]",-5.85023350364267,0.06736346885668522,0.0019956588890524328,1143.2629562085322,837.8248261255013,1.001928228152281,2.8213041056413894
"logmu[25-29, 2003]",-5.728187128073889,0.06804214944686823,0.0022284069652896373,933.9296983238208,786.3886025807521,0.9996866171787518,2.3047188557562364
"logmu[25-29, 2004]",-5.857465436462083,0.07383940862120805,0.0029012411101874305,650.389490233585,626.0803369172005,1.0002339685982928,1.6050083046050587
"logmu[25-29, 2005]",-5.895155462530535,0.07273153346076505,0.0021408503530248686,1169.907130582909,721.1298578337485,1.0003735616266936,2.887055661874043
