"sex","education","crps_model_a","crps_model_b","crps_model_c","crps_model_d"
"Female","No Formal Education",0.0196871148192742,7.71759298298236,0.013761081910493,0.0132700799371222
"Female","Post Secondary",0.00901570596467558,8.87798898889685,0.00900032514328743,0.00894082197907294
"Female","Primary",0.00920939410870102,8.29864635872596,0.0103697631893691,0.00788110924686493
"Female","Secondary",0.0080722492714823,16.1160505542359,0.00720392312231322,0.00775133195824168
"Male","No Formal Education",0.0118251616809824,8.01969849605083,0.207606869924885,0.0101683490367079
"Male","Post Secondary",0.00660327463373213,10.0786056683823,0.14574549872981,0.00673606004849679
"Male","Primary",0.00532488232069319,8.79020726205747,0.143073276388402,0.00524650151817336
"Male","Secondary",0.00605948048735575,9.473321441495,0.0966688309942387,0.00551439111214458
