"model","year","age_group","sex","education","n_observations","mse","rmse","grouping","sqrt_mse","diff","within_tolerance"
"Model A",2014,"Age 11","Male","No Formal Education",1,9.79103137278003e-08,0.000312906237917687,"model_year_age_group_sex_education",0.000312906237917687,0,TRUE
"Model A",2014,"Age 11","Male","Post Secondary",1,4.94959505296794e-06,0.00222476853918963,"model_year_age_group_sex_education",0.00222476853918963,0,TRUE
"Model A",2014,"Age 11","Male","Primary",1,4.70864863083058e-07,0.000686195936364431,"model_year_age_group_sex_education",0.000686195936364431,0,TRUE
"Model A",2014,"Age 11","Male","Secondary",1,6.72927902476355e-06,0.00259408539272776,"model_year_age_group_sex_education",0.00259408539272776,0,TRUE
"Model A",2015,"Age 01","Female","No Formal Education",1,0.00161391206958462,0.0401735244854695,"model_year_age_group_sex_education",0.0401735244854695,0,TRUE
"Model A",2015,"Age 01","Female","Post Secondary",1,3.80930458462348e-07,0.000617195640346194,"model_year_age_group_sex_education",0.000617195640346194,0,TRUE
"Model A",2015,"Age 01","Female","Primary",1,0.00164438454871945,0.0405510116855233,"model_year_age_group_sex_education",0.0405510116855233,0,TRUE
"Model A",2015,"Age 01","Female","Secondary",1,0.000340451721237469,0.0184513338606581,"model_year_age_group_sex_education",0.0184513338606581,0,TRUE
"Model A",2015,"Age 01","Male","No Formal Education",1,0.00180040600820073,0.0424311914539379,"model_year_age_group_sex_education",0.0424311914539379,0,TRUE
"Model A",2015,"Age 01","Male","Post Secondary",1,2.68718613595355e-05,0.005183807612126,"model_year_age_group_sex_education",0.005183807612126,0,TRUE
"Model A",2015,"Age 01","Male","Primary",1,7.8826387830246e-05,0.00887842259808835,"model_year_age_group_sex_education",0.00887842259808835,0,TRUE
"Model A",2015,"Age 01","Male","Secondary",1,0.000114588083306779,0.0107045823508803,"model_year_age_group_sex_education",0.0107045823508803,0,TRUE
"Model A",2015,"Age 02","Female","No Formal Education",1,6.87793579942319e-05,0.00829333214059536,"model_year_age_group_sex_education",0.00829333214059536,0,TRUE
"Model A",2015,"Age 02","Female","Post Secondary",1,2.07805053955813e-05,0.004558563961993,"model_year_age_group_sex_education",0.004558563961993,0,TRUE
"Model A",2015,"Age 02","Female","Primary",1,0.000511020925106769,0.0226057719422887,"model_year_age_group_sex_education",0.0226057719422887,0,TRUE
"Model A",2015,"Age 02","Female","Secondary",1,0.000673005440690944,0.0259423484035456,"model_year_age_group_sex_education",0.0259423484035456,0,TRUE
"Model A",2015,"Age 02","Male","No Formal Education",1,0.000320597288078792,0.0179052307463152,"model_year_age_group_sex_education",0.0179052307463152,0,TRUE
"Model A",2015,"Age 02","Male","Post Secondary",1,1.63883644048837e-07,0.000404825448865109,"model_year_age_group_sex_education",0.000404825448865109,0,TRUE
"Model A",2015,"Age 02","Male","Primary",1,4.24544257838376e-06,0.00206044717922682,"model_year_age_group_sex_education",0.00206044717922682,0,TRUE
"Model A",2015,"Age 02","Male","Secondary",1,0.000305424525808391,0.0174763991087521,"model_year_age_group_sex_education",0.0174763991087521,0,TRUE
"Model A",2015,"Age 03","Female","No Formal Education",1,0.00681634737759824,0.0825611735478502,"model_year_age_group_sex_education",0.0825611735478502,0,TRUE
"Model A",2015,"Age 03","Female","Post Secondary",1,2.76534728097721e-05,0.00525865693973016,"model_year_age_group_sex_education",0.00525865693973016,0,TRUE
"Model A",2015,"Age 03","Female","Primary",1,0.000108250185032332,0.010404334915425,"model_year_age_group_sex_education",0.010404334915425,0,TRUE
"Model A",2015,"Age 03","Female","Secondary",1,3.63126666353207e-08,0.000190558827230125,"model_year_age_group_sex_education",0.000190558827230125,0,TRUE
"Model A",2015,"Age 03","Male","No Formal Education",1,0.0001568691272348,0.0125247406054896,"model_year_age_group_sex_education",0.0125247406054896,0,TRUE
"Model A",2015,"Age 03","Male","Post Secondary",1,1.79092255953568e-06,0.00133825354829931,"model_year_age_group_sex_education",0.00133825354829931,0,TRUE
"Model A",2015,"Age 03","Male","Primary",1,4.09584032616415e-06,0.00202381825423237,"model_year_age_group_sex_education",0.00202381825423237,0,TRUE
"Model A",2015,"Age 03","Male","Secondary",1,1.35180997978369e-05,0.00367669685966043,"model_year_age_group_sex_education",0.00367669685966043,0,TRUE
