"model","year","age_group","sex","education","n_observations","mse","rmse","grouping","sqrt_mse","diff","within_tolerance"
"Model B",2015,"35-39",,"Primary",1,0.00140773639079555,0.0375198133097108,"model_year_age_group_education",0.0375198133097108,0,TRUE
"Model B",2015,"35-39",,"Secondary",1,0.00139270581149236,0.0373189738804856,"model_year_age_group_education",0.0373189738804856,0,TRUE
"Model B",2015,"40-44",,"No Formal Education",1,0.0196761808721397,0.140271810682473,"model_year_age_group_education",0.140271810682473,0,TRUE
"Model B",2015,"40-44",,"Post Secondary",1,0.0362060592828023,0.190278898679812,"model_year_age_group_education",0.190278898679812,0,TRUE
"Model B",2015,"40-44",,"Primary",1,0.024923622313744,0.157872170802026,"model_year_age_group_education",0.157872170802026,0,TRUE
"Model B",2015,"40-44",,"Secondary",1,0.141749394356472,0.376496207625618,"model_year_age_group_education",0.376496207625618,0,TRUE
"Model B",2016,"15-19",,"No Formal Education",1,6.43273513181005e-06,0.00253628372462744,"model_year_age_group_education",0.00253628372462744,0,TRUE
"Model B",2016,"15-19",,"Post Secondary",1,4.35024357678444e-10,2.08572375370863e-05,"model_year_age_group_education",2.08572375370863e-05,0,TRUE
"Model B",2016,"15-19",,"Primary",1,2.65359685485395e-10,1.62898645017506e-05,"model_year_age_group_education",1.62898645017506e-05,0,TRUE
"Model B",2016,"15-19",,"Secondary",1,1.73124732045321e-08,0.000131576871845063,"model_year_age_group_education",0.000131576871845063,0,TRUE
"Model B",2016,"20-24",,"No Formal Education",1,3.73712525834995e-05,0.00611320313612262,"model_year_age_group_education",0.00611320313612262,0,TRUE
"Model B",2016,"20-24",,"Post Secondary",1,4.52295904663223e-12,2.12672495791821e-06,"model_year_age_group_education",2.12672495791821e-06,0,TRUE
"Model B",2016,"20-24",,"Primary",1,3.60280702949126e-07,0.000600233873543576,"model_year_age_group_education",0.000600233873543576,0,TRUE
"Model B",2016,"20-24",,"Secondary",1,4.15691799591662e-08,0.000203885212703536,"model_year_age_group_education",0.000203885212703536,0,TRUE
"Model B",2016,"25-29",,"No Formal Education",1,2.00921656937704e-05,0.004482428548652,"model_year_age_group_education",0.004482428548652,0,TRUE
"Model B",2016,"25-29",,"Post Secondary",1,2.80159845133108e-07,0.000529301280116634,"model_year_age_group_education",0.000529301280116634,0,TRUE
"Model B",2016,"25-29",,"Primary",1,3.06776503457232e-09,5.53874086284267e-05,"model_year_age_group_education",5.53874086284267e-05,0,TRUE
"Model B",2016,"25-29",,"Secondary",1,8.17664348300277e-08,0.000285948307968464,"model_year_age_group_education",0.000285948307968464,0,TRUE
"Model B",2016,"30-34",,"No Formal Education",1,8.45265084413565e-06,0.00290734429404838,"model_year_age_group_education",0.00290734429404838,0,TRUE
"Model B",2016,"30-34",,"Post Secondary",1,4.27541415261477e-09,6.538665118061e-05,"model_year_age_group_education",6.538665118061e-05,0,TRUE
"Model B",2016,"30-34",,"Primary",1,8.85357325981928e-06,0.00297549546459397,"model_year_age_group_education",0.00297549546459397,0,TRUE
"Model B",2016,"30-34",,"Secondary",1,1.19354323481323e-05,0.00345476950723667,"model_year_age_group_education",0.00345476950723667,0,TRUE
"Model B",2016,"35-39",,"No Formal Education",1,0.000145819448551008,0.012075572390202,"model_year_age_group_education",0.012075572390202,0,TRUE
"Model B",2016,"35-39",,"Post Secondary",1,0.00187138209848566,0.0432594740893328,"model_year_age_group_education",0.0432594740893328,0,TRUE
"Model B",2016,"35-39",,"Primary",1,0.000455896157356301,0.0213517249269538,"model_year_age_group_education",0.0213517249269538,0,TRUE
"Model B",2016,"35-39",,"Secondary",1,0.00347118718058093,0.0589167818247138,"model_year_age_group_education",0.0589167818247138,0,TRUE
"Model B",2016,"40-44",,"No Formal Education",1,0.602305017845088,0.776083125602592,"model_year_age_group_education",0.776083125602592,0,TRUE
"Model B",2016,"40-44",,"Post Secondary",1,0.00270760591861387,0.0520346607427575,"model_year_age_group_education",0.0520346607427575,0,TRUE
"Model B",2016,"40-44",,"Primary",1,0.012340478853769,0.111087707932827,"model_year_age_group_education",0.111087707932827,0,TRUE
"Model B",2016,"40-44",,"Secondary",1,0.0220372873798848,0.148449612259126,"model_year_age_group_education",0.148449612259126,0,TRUE
"Model B",2017,"15-19",,"No Formal Education",1,2.94860558571582e-06,0.00171715042605936,"model_year_age_group_education",0.00171715042605936,0,TRUE
"Model B",2017,"15-19",,"Post Secondary",1,4.79327982756612e-08,0.000218935603033543,"model_year_age_group_education",0.000218935603033543,0,TRUE
"Model B",2017,"15-19",,"Primary",1,1.89659330199931e-08,0.000137716858154668,"model_year_age_group_education",0.000137716858154668,0,TRUE
"Model B",2017,"15-19",,"Secondary",1,3.4282202597408e-08,0.000185154537069465,"model_year_age_group_education",0.000185154537069465,0,TRUE
"Model B",2017,"20-24",,"No Formal Education",1,9.66382191259894e-07,0.000983047400311854,"model_year_age_group_education",0.000983047400311854,0,TRUE
"Model B",2017,"20-24",,"Post Secondary",1,1.32165548101561e-09,3.63545799180187e-05,"model_year_age_group_education",3.63545799180187e-05,0,TRUE
"Model B",2017,"20-24",,"Primary",1,2.85775612205342e-07,0.000534579846426464,"model_year_age_group_education",0.000534579846426464,0,TRUE
"Model B",2017,"20-24",,"Secondary",1,1.02882572611473e-08,0.00010143104683058,"model_year_age_group_education",0.00010143104683058,0,TRUE
"Model B",2017,"25-29",,"No Formal Education",1,2.83016503169687e-05,0.0053199295406019,"model_year_age_group_education",0.0053199295406019,0,TRUE
"Model B",2017,"25-29",,"Post Secondary",1,1.18933411120867e-07,0.000344867236949042,"model_year_age_group_education",0.000344867236949042,0,TRUE
"Model B",2017,"25-29",,"Primary",1,1.89183140265083e-07,0.000434951882700929,"model_year_age_group_education",0.000434951882700929,0,TRUE
"Model B",2017,"25-29",,"Secondary",1,1.15275853198452e-09,3.39522978896056e-05,"model_year_age_group_education",3.39522978896056e-05,0,TRUE
"Model B",2017,"30-34",,"No Formal Education",1,0.000130399861059235,0.0114192758552911,"model_year_age_group_education",0.0114192758552911,0,TRUE
"Model B",2017,"30-34",,"Post Secondary",1,9.97559379180058e-07,0.000998778944101275,"model_year_age_group_education",0.000998778944101275,0,TRUE
"Model B",2017,"30-34",,"Primary",1,5.31407562762753e-06,0.00230522789060594,"model_year_age_group_education",0.00230522789060594,0,TRUE
"Model B",2017,"30-34",,"Secondary",1,1.48494883330299e-05,0.00385350338432833,"model_year_age_group_education",0.00385350338432833,0,TRUE
"Model B",2017,"35-39",,"No Formal Education",1,0.00113590985961684,0.0337032618542604,"model_year_age_group_education",0.0337032618542604,0,TRUE
"Model B",2017,"35-39",,"Post Secondary",1,0.00322757411159242,0.0568117427262394,"model_year_age_group_education",0.0568117427262394,0,TRUE
"Model B",2017,"35-39",,"Primary",1,0.00100826002461767,0.0317531104715376,"model_year_age_group_education",0.0317531104715376,0,TRUE
"Model B",2017,"35-39",,"Secondary",1,7.28892438771032e-05,0.00853751977316031,"model_year_age_group_education",0.00853751977316031,0,TRUE
"Model B",2017,"40-44",,"No Formal Education",1,0.45451579213589,0.67417786387265,"model_year_age_group_education",0.67417786387265,0,TRUE
"Model B",2017,"40-44",,"Post Secondary",1,0.0313439216325504,0.177042146486509,"model_year_age_group_education",0.177042146486509,0,TRUE
"Model B",2017,"40-44",,"Primary",1,0.0171847856428093,0.131090753460377,"model_year_age_group_education",0.131090753460377,0,TRUE
"Model B",2017,"40-44",,"Secondary",1,0.00763934271434259,0.0874033335425062,"model_year_age_group_education",0.0874033335425062,0,TRUE
"Model B",2018,"15-19",,"No Formal Education",1,1.94811745002102e-06,0.00139574978059143,"model_year_age_group_education",0.00139574978059143,0,TRUE
"Model B",2018,"15-19",,"Post Secondary",1,2.04673575617274e-09,4.52408637867663e-05,"model_year_age_group_education",4.52408637867663e-05,0,TRUE
"Model B",2018,"15-19",,"Primary",1,3.0318040825259e-08,0.000174120765060515,"model_year_age_group_education",0.000174120765060515,0,TRUE
"Model B",2018,"15-19",,"Secondary",1,2.14515685988056e-08,0.000146463540168895,"model_year_age_group_education",0.000146463540168895,0,TRUE
"Model B",2018,"20-24",,"No Formal Education",1,1.0607345872027e-05,0.0032568920571654,"model_year_age_group_education",0.0032568920571654,0,TRUE
"Model B",2018,"20-24",,"Post Secondary",1,1.51847753480816e-08,0.000123226520473807,"model_year_age_group_education",0.000123226520473807,0,TRUE
"Model B",2018,"20-24",,"Primary",1,6.93669517444427e-10,2.63376065245957e-05,"model_year_age_group_education",2.63376065245957e-05,0,TRUE
"Model B",2018,"20-24",,"Secondary",1,6.47857840033977e-10,2.545305168411e-05,"model_year_age_group_education",2.545305168411e-05,0,TRUE
"Model B",2018,"25-29",,"No Formal Education",1,3.25343543731895e-06,0.00180372820494634,"model_year_age_group_education",0.00180372820494634,0,TRUE
"Model B",2018,"25-29",,"Post Secondary",1,7.21920561897282e-08,0.000268685794543977,"model_year_age_group_education",0.000268685794543977,0,TRUE
"Model B",2018,"25-29",,"Primary",1,1.60476065553212e-07,0.000400594639945684,"model_year_age_group_education",0.000400594639945684,0,TRUE
"Model B",2018,"25-29",,"Secondary",1,3.33849899022536e-07,0.000577797455015627,"model_year_age_group_education",0.000577797455015627,0,TRUE
"Model B",2018,"30-34",,"No Formal Education",1,0.000474833274731588,0.0217906694420247,"model_year_age_group_education",0.0217906694420247,0,TRUE
"Model B",2018,"30-34",,"Post Secondary",1,3.28655530185056e-07,0.00057328485954633,"model_year_age_group_education",0.00057328485954633,0,TRUE
"Model B",2018,"30-34",,"Primary",1,1.5067152936961e-06,0.00122748331707445,"model_year_age_group_education",0.00122748331707445,0,TRUE
"Model B",2018,"30-34",,"Secondary",1,3.60037290448091e-05,0.00600031074568719,"model_year_age_group_education",0.00600031074568719,0,TRUE
"Model B",2018,"35-39",,"No Formal Education",1,0.000428095089797099,0.0206904589073587,"model_year_age_group_education",0.0206904589073587,0,TRUE
"Model B",2018,"35-39",,"Post Secondary",1,0.000752304382593063,0.0274281676856669,"model_year_age_group_education",0.0274281676856669,0,TRUE
"Model B",2018,"35-39",,"Primary",1,0.000588621594114801,0.0242615249750464,"model_year_age_group_education",0.0242615249750464,0,TRUE
"Model B",2018,"35-39",,"Secondary",1,0.00102843788374758,0.0320692669661715,"model_year_age_group_education",0.0320692669661715,0,TRUE
"Model B",2018,"40-44",,"No Formal Education",1,0.292252757354846,0.540604067090552,"model_year_age_group_education",0.540604067090552,0,TRUE
"Model B",2018,"40-44",,"Post Secondary",1,0.000291119809779025,0.0170622334346657,"model_year_age_group_education",0.0170622334346657,0,TRUE
"Model B",2018,"40-44",,"Primary",1,0.173169648205417,0.416136573981928,"model_year_age_group_education",0.416136573981928,0,TRUE
"Model B",2018,"40-44",,"Secondary",1,0.216867090645091,0.465689908249139,"model_year_age_group_education",0.465689908249139,0,TRUE
"Model C",2014,"15-19",,"No Formal Education",1,1.2532566414546e-07,0.000354013649659812,"model_year_age_group_education",0.000354013649659812,0,TRUE
"Model C",2014,"15-19",,"Post Secondary",1,8.56510277620982e-09,9.25478404729674e-05,"model_year_age_group_education",9.25478404729674e-05,0,TRUE
"Model C",2014,"15-19",,"Primary",1,8.74912274297828e-11,9.35367454157898e-06,"model_year_age_group_education",9.35367454157898e-06,0,TRUE
"Model C",2014,"15-19",,"Secondary",1,4.01543132017826e-09,6.3367431068162e-05,"model_year_age_group_education",6.3367431068162e-05,0,TRUE
"Model C",2014,"20-24",,"No Formal Education",1,8.43561335277671e-08,0.000290441273802067,"model_year_age_group_education",0.000290441273802067,0,TRUE
"Model C",2014,"20-24",,"Post Secondary",1,1.67699628624461e-08,0.00012949889135605,"model_year_age_group_education",0.00012949889135605,0,TRUE
"Model C",2014,"20-24",,"Primary",1,8.47926307878445e-07,0.00092082914152325,"model_year_age_group_education",0.00092082914152325,0,TRUE
"Model C",2014,"20-24",,"Secondary",1,1.83521354484473e-08,0.000135470053696185,"model_year_age_group_education",0.000135470053696185,0,TRUE
"Model C",2014,"25-29",,"No Formal Education",1,6.64403183152028e-08,0.000257760195366163,"model_year_age_group_education",0.000257760195366163,0,TRUE
"Model C",2014,"25-29",,"Post Secondary",1,5.26193804794099e-08,0.000229389146385373,"model_year_age_group_education",0.000229389146385373,0,TRUE
"Model C",2014,"25-29",,"Primary",1,1.70884078386257e-09,4.13381274837477e-05,"model_year_age_group_education",4.13381274837477e-05,0,TRUE
"Model C",2014,"25-29",,"Secondary",1,5.66653543498074e-10,2.3804485785206e-05,"model_year_age_group_education",2.3804485785206e-05,0,TRUE
"Model C",2014,"30-34",,"No Formal Education",1,5.94619439508196e-07,0.00077111571084254,"model_year_age_group_education",0.00077111571084254,0,TRUE
"Model C",2014,"30-34",,"Post Secondary",1,1.30473339253478e-06,0.00114224926900164,"model_year_age_group_education",0.00114224926900164,0,TRUE
"Model C",2014,"30-34",,"Primary",1,2.08246191787976e-05,0.00456339995823263,"model_year_age_group_education",0.00456339995823263,0,TRUE
"Model C",2014,"30-34",,"Secondary",1,3.57630124749144e-09,5.98021843036811e-05,"model_year_age_group_education",5.98021843036811e-05,0,TRUE
"Model C",2014,"35-39",,"No Formal Education",1,4.70813915611973e-05,0.0068615881223808,"model_year_age_group_education",0.0068615881223808,0,TRUE
"Model C",2014,"35-39",,"Post Secondary",1,0.000506003820512779,0.0224945286794985,"model_year_age_group_education",0.0224945286794985,0,TRUE
"Model C",2014,"35-39",,"Primary",1,0.00098952534675044,0.0314567218055289,"model_year_age_group_education",0.0314567218055289,0,TRUE
"Model C",2014,"35-39",,"Secondary",1,0.000176072517483178,0.0132692319854307,"model_year_age_group_education",0.0132692319854307,0,TRUE
"Model C",2014,"40-44",,"No Formal Education",1,0.00215086268339079,0.0463773940987502,"model_year_age_group_education",0.0463773940987502,0,TRUE
"Model C",2014,"40-44",,"Post Secondary",1,0.0030818883423568,0.0555147578789352,"model_year_age_group_education",0.0555147578789352,0,TRUE
"Model C",2014,"40-44",,"Primary",1,0.0538268280089452,0.232006094766808,"model_year_age_group_education",0.232006094766808,0,TRUE
"Model C",2014,"40-44",,"Secondary",1,0.00188764371778275,0.0434470219667902,"model_year_age_group_education",0.0434470219667902,0,TRUE
"Model C",2015,"15-19",,"No Formal Education",1,3.40755302345075e-09,5.83742496607087e-05,"model_year_age_group_education",5.83742496607087e-05,0,TRUE
"Model C",2015,"15-19",,"Post Secondary",1,1.83262772675539e-08,0.000135374581319958,"model_year_age_group_education",0.000135374581319958,0,TRUE
"Model C",2015,"15-19",,"Primary",1,7.37659157366961e-08,0.000271598813945673,"model_year_age_group_education",0.000271598813945673,0,TRUE
"Model C",2015,"15-19",,"Secondary",1,2.08442405116567e-11,4.56554931105302e-06,"model_year_age_group_education",4.56554931105302e-06,0,TRUE
"Model C",2015,"20-24",,"No Formal Education",1,2.65259480182263e-07,0.000515033474817184,"model_year_age_group_education",0.000515033474817184,0,TRUE
"Model C",2015,"20-24",,"Post Secondary",1,1.33292201235065e-09,3.65092044880555e-05,"model_year_age_group_education",3.65092044880555e-05,0,TRUE
"Model C",2015,"20-24",,"Primary",1,3.82719238840562e-08,0.000195632113631827,"model_year_age_group_education",0.000195632113631827,0,TRUE
"Model C",2015,"20-24",,"Secondary",1,2.16584409597504e-08,0.000147168070449233,"model_year_age_group_education",0.000147168070449233,0,TRUE
"Model C",2015,"25-29",,"No Formal Education",1,4.47604514526307e-07,0.000669032521277035,"model_year_age_group_education",0.000669032521277035,0,TRUE
"Model C",2015,"25-29",,"Post Secondary",1,1.80344316524016e-09,4.24669655760823e-05,"model_year_age_group_education",4.24669655760823e-05,0,TRUE
"Model C",2015,"25-29",,"Primary",1,2.22211102745618e-07,0.000471392726657527,"model_year_age_group_education",0.000471392726657527,0,TRUE
"Model C",2015,"25-29",,"Secondary",1,7.71893055827529e-08,0.000277829634097504,"model_year_age_group_education",0.000277829634097504,0,TRUE
"Model C",2015,"30-34",,"No Formal Education",1,4.32530576942079e-08,0.000207973694716923,"model_year_age_group_education",0.000207973694716923,0,TRUE
"Model C",2015,"30-34",,"Post Secondary",1,3.01562734576466e-07,0.000549147279494733,"model_year_age_group_education",0.000549147279494733,0,TRUE
"Model C",2015,"30-34",,"Primary",1,1.36443877625487e-06,0.0011680919382715,"model_year_age_group_education",0.0011680919382715,0,TRUE
"Model C",2015,"30-34",,"Secondary",1,1.33024191877418e-06,0.00115336113978848,"model_year_age_group_education",0.00115336113978848,0,TRUE
"Model C",2015,"35-39",,"No Formal Education",1,3.5405371938121e-06,0.00188163152445214,"model_year_age_group_education",0.00188163152445214,0,TRUE
"Model C",2015,"35-39",,"Post Secondary",1,0.000564225962856222,0.0237534410740049,"model_year_age_group_education",0.0237534410740049,0,TRUE
"Model C",2015,"35-39",,"Primary",1,0.000711004686999561,0.0266646711399102,"model_year_age_group_education",0.0266646711399102,0,TRUE
"Model C",2015,"35-39",,"Secondary",1,0.000277073048636308,0.0166455113660202,"model_year_age_group_education",0.0166455113660202,0,TRUE
"Model C",2015,"40-44",,"No Formal Education",1,0.000862286767208642,0.0293647197706473,"model_year_age_group_education",0.0293647197706473,0,TRUE
"Model C",2015,"40-44",,"Post Secondary",1,0.0110099182011258,0.104928157332176,"model_year_age_group_education",0.104928157332176,0,TRUE
"Model C",2015,"40-44",,"Primary",1,0.0114581326421102,0.107042667390673,"model_year_age_group_education",0.107042667390673,0,TRUE
"Model C",2015,"40-44",,"Secondary",1,4.99161910749439e-06,0.00223419316700557,"model_year_age_group_education",0.00223419316700557,0,TRUE
"Model C",2016,"15-19",,"No Formal Education",1,2.8319687268649e-07,0.000532162449526918,"model_year_age_group_education",0.000532162449526918,0,TRUE
"Model C",2016,"15-19",,"Post Secondary",1,1.40391679643516e-09,3.74688777045051e-05,"model_year_age_group_education",3.74688777045051e-05,0,TRUE
"Model C",2016,"15-19",,"Primary",1,4.39014720987966e-08,0.00020952678134023,"model_year_age_group_education",0.00020952678134023,0,TRUE
"Model C",2016,"15-19",,"Secondary",1,1.24463553114482e-09,3.52793924429662e-05,"model_year_age_group_education",3.52793924429662e-05,0,TRUE
"Model C",2016,"20-24",,"No Formal Education",1,1.63995012100418e-06,0.00128060537286245,"model_year_age_group_education",0.00128060537286245,0,TRUE
"Model C",2016,"20-24",,"Post Secondary",1,2.85822389777555e-10,1.69062825534638e-05,"model_year_age_group_education",1.69062825534638e-05,0,TRUE
"Model C",2016,"20-24",,"Primary",1,2.77132379920519e-08,0.00016647293471328,"model_year_age_group_education",0.00016647293471328,0,TRUE
"Model C",2016,"20-24",,"Secondary",1,1.99765355728247e-08,0.000141338372612765,"model_year_age_group_education",0.000141338372612765,0,TRUE
"Model C",2016,"25-29",,"No Formal Education",1,1.01176103316418e-06,0.0010058633272787,"model_year_age_group_education",0.0010058633272787,0,TRUE
"Model C",2016,"25-29",,"Post Secondary",1,9.11209786818444e-10,3.01862516192131e-05,"model_year_age_group_education",3.01862516192131e-05,0,TRUE
"Model C",2016,"25-29",,"Primary",1,9.80514231544319e-07,0.000990209185750324,"model_year_age_group_education",0.000990209185750324,0,TRUE
"Model C",2016,"25-29",,"Secondary",1,5.84354716401561e-09,7.6443097556389e-05,"model_year_age_group_education",7.6443097556389e-05,0,TRUE
"Model C",2016,"30-34",,"No Formal Education",1,2.22302796645934e-08,0.000149098221533972,"model_year_age_group_education",0.000149098221533972,0,TRUE
"Model C",2016,"30-34",,"Post Secondary",1,1.00419672166596e-06,0.00100209616388147,"model_year_age_group_education",0.00100209616388147,0,TRUE
"Model C",2016,"30-34",,"Primary",1,1.35397450102487e-05,0.00367963925001469,"model_year_age_group_education",0.00367963925001469,0,TRUE
"Model C",2016,"30-34",,"Secondary",1,9.75804914721101e-07,0.000987828383233191,"model_year_age_group_education",0.000987828383233191,0,TRUE
"Model C",2016,"35-39",,"No Formal Education",1,8.93345049143395e-07,0.000945169323001649,"model_year_age_group_education",0.000945169323001649,0,TRUE
"Model C",2016,"35-39",,"Post Secondary",1,0.00035255154131226,0.0187763559114185,"model_year_age_group_education",0.0187763559114185,0,TRUE
"Model C",2016,"35-39",,"Primary",1,0.000312049121734999,0.0176649121632404,"model_year_age_group_education",0.0176649121632404,0,TRUE
"Model C",2016,"35-39",,"Secondary",1,0.000274823248629389,0.0165777938408399,"model_year_age_group_education",0.0165777938408399,0,TRUE
"Model C",2016,"40-44",,"No Formal Education",1,0.00538477748036412,0.0733810430585728,"model_year_age_group_education",0.0733810430585728,0,TRUE
"Model C",2016,"40-44",,"Post Secondary",1,0.00296740473512087,0.0544738903982529,"model_year_age_group_education",0.0544738903982529,0,TRUE
"Model C",2016,"40-44",,"Primary",1,0.00210087254158653,0.0458352761700693,"model_year_age_group_education",0.0458352761700693,0,TRUE
"Model C",2016,"40-44",,"Secondary",1,0.00296809715615134,0.0544802455588385,"model_year_age_group_education",0.0544802455588385,0,TRUE
"Model C",2017,"15-19",,"No Formal Education",1,1.3474102094178e-07,0.000367070866375663,"model_year_age_group_education",0.000367070866375663,0,TRUE
"Model C",2017,"15-19",,"Post Secondary",1,1.94255170487133e-09,4.40743883096673e-05,"model_year_age_group_education",4.40743883096673e-05,0,TRUE
"Model C",2017,"15-19",,"Primary",1,7.44366714131073e-09,8.62766894433875e-05,"model_year_age_group_education",8.62766894433875e-05,0,TRUE
"Model C",2017,"15-19",,"Secondary",1,3.63069165209942e-08,0.000190543739128302,"model_year_age_group_education",0.000190543739128302,0,TRUE
"Model C",2017,"20-24",,"No Formal Education",1,3.03631253938327e-08,0.000174250180470015,"model_year_age_group_education",0.000174250180470015,0,TRUE
"Model C",2017,"20-24",,"Post Secondary",1,4.983752696755e-10,2.23243201391554e-05,"model_year_age_group_education",2.23243201391554e-05,0,TRUE
"Model C",2017,"20-24",,"Primary",1,1.82945246138197e-07,0.000427720990995528,"model_year_age_group_education",0.000427720990995528,0,TRUE
"Model C",2017,"20-24",,"Secondary",1,6.06697597466377e-09,7.789079518572e-05,"model_year_age_group_education",7.789079518572e-05,0,TRUE
"Model C",2017,"25-29",,"No Formal Education",1,1.97263308014386e-06,0.00140450456750552,"model_year_age_group_education",0.00140450456750552,0,TRUE
"Model C",2017,"25-29",,"Post Secondary",1,1.6794128490201e-10,1.29592162148029e-05,"model_year_age_group_education",1.29592162148029e-05,0,TRUE
"Model C",2017,"25-29",,"Primary",1,1.076955918059e-06,0.00103776486646012,"model_year_age_group_education",0.00103776486646012,0,TRUE
"Model C",2017,"25-29",,"Secondary",1,1.8635036382651e-07,0.000431683175287745,"model_year_age_group_education",0.000431683175287745,0,TRUE
"Model C",2017,"30-34",,"No Formal Education",1,8.31027579127122e-09,9.1160714078331e-05,"model_year_age_group_education",9.1160714078331e-05,0,TRUE
"Model C",2017,"30-34",,"Post Secondary",1,1.75698271911778e-06,0.00132551224781885,"model_year_age_group_education",0.00132551224781885,0,TRUE
"Model C",2017,"30-34",,"Primary",1,3.40509458568246e-06,0.0018452898378527,"model_year_age_group_education",0.0018452898378527,0,TRUE
"Model C",2017,"30-34",,"Secondary",1,3.68253478900949e-07,0.000606838923356889,"model_year_age_group_education",0.000606838923356889,0,TRUE
"Model C",2017,"35-39",,"No Formal Education",1,7.48388087443024e-06,0.00273566826834509,"model_year_age_group_education",0.00273566826834509,0,TRUE
"Model C",2017,"35-39",,"Post Secondary",1,0.000192929531064689,0.0138899075254189,"model_year_age_group_education",0.0138899075254189,0,TRUE
"Model C",2017,"35-39",,"Primary",1,0.000179659183325308,0.0134037003594272,"model_year_age_group_education",0.0134037003594272,0,TRUE
"Model C",2017,"35-39",,"Secondary",1,0.000207991460271874,0.0144219090370129,"model_year_age_group_education",0.0144219090370129,0,TRUE
"Model C",2017,"40-44",,"No Formal Education",1,0.0553002910526239,0.235160139166109,"model_year_age_group_education",0.235160139166109,0,TRUE
"Model C",2017,"40-44",,"Post Secondary",1,3.26299448927732e-07,0.000571226267715108,"model_year_age_group_education",0.000571226267715108,0,TRUE
"Model C",2017,"40-44",,"Primary",1,0.00548380425162785,0.0740527126554311,"model_year_age_group_education",0.0740527126554311,0,TRUE
"Model C",2017,"40-44",,"Secondary",1,0.0054903503065155,0.0740968980897008,"model_year_age_group_education",0.0740968980897008,0,TRUE
"Model C",2018,"15-19",,"No Formal Education",1,3.20860693047568e-09,5.66445666456694e-05,"model_year_age_group_education",5.66445666456694e-05,0,TRUE
"Model C",2018,"15-19",,"Post Secondary",1,6.5018244224143e-10,2.5498675303659e-05,"model_year_age_group_education",2.5498675303659e-05,0,TRUE
"Model C",2018,"15-19",,"Primary",1,1.0863447185393e-08,0.000104227861847939,"model_year_age_group_education",0.000104227861847939,0,TRUE
"Model C",2018,"15-19",,"Secondary",1,2.29460865981608e-08,0.000151479657374054,"model_year_age_group_education",0.000151479657374054,0,TRUE
"Model C",2018,"20-24",,"No Formal Education",1,1.42397257841975e-07,0.000377355611912655,"model_year_age_group_education",0.000377355611912655,0,TRUE
"Model C",2018,"20-24",,"Post Secondary",1,2.0536361999786e-08,0.000143305135985372,"model_year_age_group_education",0.000143305135985372,0,TRUE
"Model C",2018,"20-24",,"Primary",1,1.69341377655503e-06,0.00130131232859565,"model_year_age_group_education",0.00130131232859565,0,TRUE
"Model C",2018,"20-24",,"Secondary",1,4.37070936141549e-08,0.000209062415594374,"model_year_age_group_education",0.000209062415594374,0,TRUE
"Model C",2018,"25-29",,"No Formal Education",1,9.18051507911843e-07,0.000958150044571227,"model_year_age_group_education",0.000958150044571227,0,TRUE
"Model C",2018,"25-29",,"Post Secondary",1,7.21052631389782e-09,8.49148179877801e-05,"model_year_age_group_education",8.49148179877801e-05,0,TRUE
"Model C",2018,"25-29",,"Primary",1,3.45486381575417e-07,0.000587780895891843,"model_year_age_group_education",0.000587780895891843,0,TRUE
"Model C",2018,"25-29",,"Secondary",1,1.81583094769228e-09,4.26125679546807e-05,"model_year_age_group_education",4.26125679546807e-05,0,TRUE
"Model C",2018,"30-34",,"No Formal Education",1,7.40858232373337e-06,0.00272187110711242,"model_year_age_group_education",0.00272187110711242,0,TRUE
"Model C",2018,"30-34",,"Post Secondary",1,1.54228098549415e-09,3.92718854334007e-05,"model_year_age_group_education",3.92718854334007e-05,0,TRUE
"Model C",2018,"30-34",,"Primary",1,3.03012377773583e-05,0.00550465600899441,"model_year_age_group_education",0.00550465600899441,0,TRUE
"Model C",2018,"30-34",,"Secondary",1,1.06605735850682e-06,0.00103250053680704,"model_year_age_group_education",0.00103250053680704,0,TRUE
"Model C",2018,"35-39",,"No Formal Education",1,1.53301647042128e-05,0.00391537542315074,"model_year_age_group_education",0.00391537542315074,0,TRUE
"Model C",2018,"35-39",,"Post Secondary",1,4.27767553142415e-06,0.00206825422311285,"model_year_age_group_education",0.00206825422311285,0,TRUE
"Model C",2018,"35-39",,"Primary",1,2.18020287199628e-06,0.00147655100555188,"model_year_age_group_education",0.00147655100555188,0,TRUE
"Model C",2018,"35-39",,"Secondary",1,0.000285195769287639,0.01688774020666,"model_year_age_group_education",0.01688774020666,0,TRUE
"Model C",2018,"40-44",,"No Formal Education",1,0.000981626748805734,0.031330923203853,"model_year_age_group_education",0.031330923203853,0,TRUE
"Model C",2018,"40-44",,"Post Secondary",1,2.63934996191535e-06,0.00162460763321959,"model_year_age_group_education",0.00162460763321959,0,TRUE
"Model C",2018,"40-44",,"Primary",1,0.186232459270702,0.431546589918983,"model_year_age_group_education",0.431546589918983,0,TRUE
"Model C",2018,"40-44",,"Secondary",1,7.11058581602144e-08,0.000266656817201838,"model_year_age_group_education",0.000266656817201838,0,TRUE
