1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
13271.0,14062.0,14245.0,14260.0,14600.0,15569.0,17025.0,18109.0,19238.0,20128.0,38265.0,38276.0,37245.0,37088.0,38090.0,39075.0,42718.0,47021.0,47648.0,50107.0,51267.0
14646.0,15084.0,15489.0,14844.0,14907.0,15522.0,16171.0,16812.0,17482.0,18243.0,27968.0,29906.0,30622.0,32330.0,33670.0,35448.0,38628.0,41253.0,40372.0,41450.0,41195.0
7021.0,7699.0,8236.0,8162.0,8361.0,8791.0,9241.0,9702.0,9682.0,9902.0,13571.0,13484.0,13658.0,14382.0,14852.0,15974.0,18151.0,20465.0,21034.0,22303.0,22775.0
1228.0,1376.0,1512.0,1570.0,1608.0,1749.0,1982.0,2075.0,2224.0,2212.0,2919.0,3045.0,3024.0,3046.0,3132.0,3139.0,3325.0,3670.0,3836.0,4264.0,4482.0
49.0,58.0,77.0,71.0,68.0,107.0,86.0,92.0,115.0,144.0,170.0,172.0,180.0,165.0,185.0,204.0,230.0,212.0,245.0,269.0,252.0
17.0,13.0,15.0,5.0,9.0,5.0,20.0,13.0,19.0,17.0,44.0,29.0,35.0,39.0,36.0,44.0,29.0,56.0,39.0,34.0,46.0
