1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
45591.0,48314.0,49494.0,48596.0,49284.0,53098.0,57330.0,62235.0,65808.0,69018.0,45301.0,48761.0,47654.0,50077.0,51695.0,51408.0,54605.0,55905.0,55439.0,57211.0,57207.0
27589.0,29608.0,30224.0,29638.0,29472.0,30193.0,31156.0,32362.0,32932.0,34357.0,22272.0,24784.0,25679.0,28267.0,30517.0,30382.0,31884.0,32656.0,31589.0,32062.0,31556.0
11291.0,12473.0,13065.0,12943.0,13122.0,13586.0,14571.0,15071.0,15303.0,15760.0,10367.0,10797.0,10882.0,11920.0,12470.0,12870.0,13917.0,14617.0,14692.0,15801.0,15585.0
1834.0,2104.0,2319.0,2417.0,2595.0,2806.0,3048.0,3451.0,3476.0,3531.0,2490.0,2642.0,2605.0,2938.0,3177.0,3042.0,3146.0,3220.0,3161.0,3341.0,3554.0
87.0,99.0,147.0,135.0,142.0,145.0,174.0,175.0,185.0,227.0,157.0,144.0,185.0,199.0,235.0,197.0,215.0,201.0,223.0,183.0,214.0
41.0,35.0,41.0,17.0,15.0,17.0,58.0,41.0,47.0,52.0,32.0,16.0,41.0,45.0,50.0,33.0,42.0,27.0,38.0,57.0,26.0
